-0.015097,-3.864,0.677,0.8156,0,0
-3.3319e+126,-0.37001,57.288,0.0781,1,2
-5.3847e+247,-83.463,0.03525,21.671,0,0
-0.82724,-20.387,33.208,9.6946,1,1
-0.83716,-12.629,0.14604,64.522,1,1
-0.8249,-0.29114,0.05101,34.113,1,1
-5.7516e+79,-1.3566,27.61,0.28634,0,0
-0.00061152,-3.6874,0.64605,0.77832,1,3
-5.3703e+113,-63.005,29.625,7.3298,0,0
-3.6521,-51.378,0.15667,0.18875,1,2
-2.0012,-41.678,0.23288,0.28055,1,2
-0.27018,-3.0941,0.5421,1.2865,0,0
-8.1769e+69,-3.2204,28.804,0.53833,0,0
-0.46443,-0.95808,0.16786,2.0352,0,0
-0.22527,-2.6379,0.83327,1.0957,0,0
-2.0283e+146,-17.742,34.275,0.21012,1,2
-0.063352,-1.9853,0.62575,0.82261,0,0
-4.5858,-0.36795,0.11148,0.14594,1,2
-4.0776e+81,-0.51128,27.291,0.2059,0,0
-0.1085,-2.3952,0.98849,0.77867,0,0
-1.7382e+57,-0.87798,19.686,0.35933,0,0
-3.9455,-21.54,0.1341,0.1757,1,2
-0.6412,-20.191,0.10062,4.2656,0,0
-0.82493,-12.38,11.887,31.556,1,1
-0.82565,-25.144,32.479,15.257,1,1
-0.8245,-11.064,10.62,31.316,1,1
-0.82531,-10.133,11.173,32.239,1,1
-0.83002,-15.987,34.77,26.27,1,1
-0.82039,-20.626,23.972,5.5938,1,1
-2.1136e+59,-16.64,24.445,0.82908,0,0
-0.82127,-21.85,24.066,5.1695,1,1
-0.81894,-25.943,19.246,3.0158,1,1
-6.4496e+20,-42.937,27.428,7.4291,0,0
-2.851e+34,-37.233,33.655,1.1314,0,0
-0.81667,-26.488,17.817,2.7257,0,0
-0.82467,-32.263,30.841,11.261,1,1
-6.1546e+31,-43.777,28.493,21.79,0,0
-1.3858e+46,-46.389,34.093,15.076,0,0
-0.82263,-29.652,24.073,23.515,1,1
-0.8108,-23.615,12.813,19.071,1,1
-0.81952,-16.869,5.5563,27.256,1,1
-0.81256,-19.747,2.7343,22.788,1,1
-0.82529,-19.404,8.2505,32.984,1,1
-0.81658,-13.751,9.9073,23.673,1,1
-0.82566,-8.5234,12.209,32.445,1,1
-0.81594,-11.33,9.6831,23.245,1,1
